,Type,AB,Site,Impurity,∆H (A-rich),∆H (B-rich),(+3/+2),(+2/+1),(+1/0),(0/-1),(-1/-2),(-2/-3),Unnamed: 12,Descriptors ->,Unnamed: 14,AB ->,PBE_delta_H,PBE_latt_const,PBE_gap,Eps_elec,Eps_ion,Ion_rad,BP,MP,Density,At_wt,ICSD_vol,Cov_rad,Ion_Energy,At_rad_1,Elec_Aff,At_rad_2,At_vol,Mend_num,Ion_pot_1,Ion_pot_2,Thermal_expn,Sp_heat_cap,Therm_cond,Elec_cond,Heat_fusion,Heat_vap,Electronegativity,At_num,Period,Group,Valence,Ox_state,Ion_rad.1,BP.1,MP.1,Density.1,At_wt.1,ICSD_vol.1,Cov_rad.1,Ion_Energy.1,At_rad_1.1,Elec_Aff.1,At_rad_2.1,At_vol.1,Mend_num.1,Ion_pot_1.1,Ion_pot_2.1,Thermal_expn.1,Sp_heat_cap.1,Therm_cond.1,Elec_cond.1,Heat_fusion.1,Heat_vap.1,Electronegativity.1,At_num.1,Period.1,Group.1,Valence.1,Ox_state.1,Unnamed: 75,CM ->,CM1,CM2,CM3,CM4,CM5,CM6,CM7,CM8,Unnamed: 85,Elem ->,Ion_rad.2,BP.2,MP.2,Density.2,At_wt.2,ICSD_vol.2,Cov_rad.2,Ion_Energy.2,At_rad_1.2,Elec_Aff.2,At_rad_2.2,At_vol.2,Mend_num.2,Ion_pot_1.2,Ion_pot_2.2,Thermal_expn.2,Sp_heat_cap.2,Therm_cond.2,Elec_cond.2,Heat_fusion.2,Heat_vap.2,Electronegativity.2,At_num.2,Period.2,Group.2,Valence.2,Ox_state.2,SOAP1,SOAP2,SOAP3,SOAP4,SOAP5,SOAP6
727,II-VI,ZnS,M_A,Cd,0.874297,1.181457,-1.232654,-0.754356,-0.21448,3.010909,3.754952,4.46769,,,,,-2.01,5.45,2.01,5.9,3.39,0.74,1180,692.73,7.13,65.39,15.1,1.25,906.4,1.33,0.0,1.53,9.2,69,9.39,17.96,30.2,0.39,116.0,16.9,7.38,115.3,1.65,30,4,12,2,2,0.29,717.82,392.2,2.07,32.07,25.7,1.02,999.58,1.27,200.42,1.09,15.5,88,10.36,23.33,70.0,0.71,0.27,0.0,1.73,10.0,2.58,16,3,16,6,6,,,5419.37,373.87,373.87,373.87,325.62,325.62,325.62,325.62,,,0.95,1040.0,594.26,8.65,112.41,21.5,1.41,867.7,1.49,0.0,1.71,13.1,70,8.99,16.91,30.8,0.23,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,2.519598138202074,1.401342159363119e-33,2.684774707095655,1.639614943523865e-33,0.002621850299898097,7.538150400016777e-37
728,IV-IV,SiGe,M_B,Ti,1.104669,1.104669,-0.926714,-0.664554,-0.263373,0.513935,0.964675,1.309791,,,,,0.1,5.41,0.44,15.31,3.23,0.26,2630,1683.0,2.33,28.09,20.0,1.11,786.4,1.32,133.6,1.44,12.1,78,8.15,16.34,2.6,0.7,148.0,0.0,50.2,359.0,1.9,14,3,14,4,4,0.53,3107.0,1211.5,5.32,72.61,22.2,1.22,762.1,1.37,120.0,1.52,13.6,79,7.9,15.93,5.7,0.32,59.9,0.0,31.8,334.3,2.01,32,4,14,4,4,,,131.5,131.5,131.5,131.5,833.27,184.07,184.07,184.07,,,0.61,3560.0,1935.0,4.54,47.88,17.6,1.32,658.0,1.45,20.0,2.0,10.64,43,6.82,13.58,8.6,0.52,21.9,2.6,18.6,425.2,1.54,22,4,4,4,4,2.7379978573363712,2.028276891992619e-34,2.569546817285398,3.3022177093138386e-34,0.0026738260325550405,8.430669265725804e-37
729,IV-IV,Sn,M_A,Be,1.105167,1.102429,-0.837504,-0.623436,-0.404151,-0.263784,0.008017,0.221116,,,,,0.0,6.65,0.0,10.55,2.24,0.71,2876,505.12,7.31,118.71,27.0,1.41,708.6,1.62,121.0,1.72,16.3,80,7.34,14.63,22.0,0.23,66.6,8.7,7.2,290.37,1.96,50,5,14,4,4,0.71,2876.0,505.12,7.31,118.71,27.0,1.41,708.6,1.62,121.0,1.72,16.3,80,7.34,14.63,22.0,0.23,66.6,8.7,7.2,290.37,1.96,50,5,14,4,4,,,13.93,42.52,42.52,42.52,69.44,69.44,69.44,69.44,,,0.45,3243.0,1560.0,1.85,9.01,8.1,0.9,899.4,1.12,-240.0,1.4,5.0,67,9.32,18.21,11.3,1.82,200.0,25.0,11.71,297.0,1.57,4,2,2,2,2,7.119167050932523,1.6018569600035652e-36,7.119167050932523,1.6018569600035652e-36,0.0017936928825730701,5.6159220480125e-37
730,IV-IV,SiSn,M_A,Mn,0.414852,1.100893,-1.233989,-1.233989,0.491409,0.491409,0.706022,0.93206,,,,,0.34,5.86,0.52,16.61,3.12,0.26,2630,1683.0,2.33,28.09,20.0,1.11,786.4,1.32,133.6,1.44,12.1,78,8.15,16.34,2.6,0.7,148.0,0.0,50.2,359.0,1.9,14,3,14,4,4,0.71,2876.0,505.12,7.31,118.71,27.0,1.41,708.6,1.62,121.0,1.72,16.3,80,7.34,14.63,22.0,0.23,66.6,8.7,7.2,290.37,1.96,50,5,14,4,4,,,1132.47,84.5,84.5,84.5,492.8,492.8,492.8,492.8,,,0.67,2235.0,1518.0,7.44,54.94,12.2,1.17,717.4,1.24,0.0,1.79,7.39,52,7.43,15.64,21.7,0.48,7.82,0.5,14.64,219.74,1.55,25,4,7,7,4,2.1220978023353716,1.1560205927449729e-33,2.2612155562865976,1.3344270557855145e-33,0.002208218316686127,6.7843353600151e-37
731,III-V,InP,M_A,Bi,1.557927,1.100778,-0.557015,-0.049039,0.41603,1.492754,1.893352,2.160324,,,,,-0.46,5.96,0.43,11.43,0.61,0.8,2350,429.78,7.31,114.82,26.1,1.44,558.3,1.66,29.0,2.0,15.7,75,5.79,18.87,32.1,0.23,81.6,3.4,3.26,226.34,1.78,49,5,13,3,3,0.17,553.0,317.3,1.82,30.97,18.9,1.06,1011.7,1.28,71.7,1.23,17.0,83,10.49,19.73,127.0,0.77,0.23,0.0,0.63,12.4,2.19,15,3,15,5,5,,,20172.39,965.06,965.06,965.06,482.43,482.43,482.43,482.43,,,1.03,1837.0,544.59,9.75,208.98,35.3,1.46,703.3,1.7,110.0,1.63,21.3,86,7.29,16.69,13.4,0.12,7.87,0.9,11.0,179.0,2.02,83,6,15,5,3,2.0502530593512542,2.3410479882292105e-33,2.1846609081953026,2.7509543381707856e-33,0.0021334579181594704,9.196543488020468e-37
732,III-V,GaP,M_A,Sn,1.85259,1.098203,-0.879655,-0.433487,1.480629,1.885768,2.278758,2.670411,,,,,-0.81,5.51,1.56,29.81,0.1,0.62,2478,302.92,5.91,69.72,19.6,1.26,578.8,1.41,29.0,1.81,11.8,74,6.0,20.51,19.7,0.37,40.6,1.8,5.59,256.06,1.81,31,4,13,3,3,0.17,553.0,317.3,1.82,30.97,18.9,1.06,1011.7,1.28,71.7,1.23,17.0,83,10.49,19.73,127.0,0.77,0.23,0.0,0.63,12.4,2.19,15,3,15,5,5,,,5977.2,397.98,397.98,397.98,314.47,314.47,314.47,314.47,,,0.71,2876.0,505.12,7.31,118.71,27.0,1.41,708.6,1.62,121.0,1.72,16.3,80,7.34,14.63,22.0,0.23,66.6,8.7,7.2,290.37,1.96,50,5,14,4,4,2.448978557002154,7.594234238992902e-34,2.6095255383664955,1.3123811816739658e-33,0.002548364783561032,7.990439424017784e-37
733,IV-IV,Si,M_A,Ti,1.092018,1.08905,-0.869141,-0.605338,-0.217969,0.694088,1.151157,1.510228,,,,,0.0,5.21,0.32,11.94,0.22,0.26,2630,1683.0,2.33,28.09,20.0,1.11,786.4,1.32,133.6,1.44,12.1,78,8.15,16.34,2.6,0.7,148.0,0.0,50.2,359.0,1.9,14,3,14,4,4,0.26,2630.0,1683.0,2.33,28.09,20.0,1.11,786.4,1.32,133.6,1.44,12.1,78,8.15,16.34,2.6,0.7,148.0,0.0,50.2,359.0,1.9,14,3,14,4,4,,,833.27,83.55,83.55,83.55,136.44,136.44,136.44,136.44,,,0.61,3560.0,1935.0,4.54,47.88,17.6,1.32,658.0,1.45,20.0,2.0,10.64,43,6.82,13.58,8.6,0.52,21.9,2.6,18.6,425.2,1.54,22,4,4,4,4,11.807520488564046,1.984041185284416e-35,11.807520488564046,1.984041185284416e-35,0.002974935875173602,1.8091560960040268e-36
734,II-VI,ZnTe,M_i_neut,Mn,0.794798,1.083798,-0.666745,0.484374,1.200041,1.960942,2.390404,4.042618,,,,,-1.33,6.18,1.06,8.98,2.96,0.74,1180,692.73,7.13,65.39,15.1,1.25,906.4,1.33,0.0,1.53,9.2,69,9.39,17.96,30.2,0.39,116.0,16.9,7.38,115.3,1.65,30,4,12,2,2,0.97,1261.0,722.72,6.24,127.6,33.9,1.36,869.2,1.6,190.15,1.42,20.5,90,9.01,18.6,18.8,0.2,2.35,0.0,17.49,50.63,2.1,52,5,16,6,4,,,186.7,292.5,292.5,292.5,507.0,507.0,507.0,323.61,,,0.67,2235.0,1518.0,7.44,54.94,12.2,1.17,717.4,1.24,0.0,1.79,7.39,52,7.43,15.64,21.7,0.48,7.82,0.5,14.64,219.74,1.55,25,4,7,7,4,1.996698155342605,3.84276298591129e-07,1.9966981553426075,3.8427629859113213e-07,0.002444940675995318,4.825866566138219e-35
735,II-VI,CdTe,M_A,Sr,1.062,1.063,-0.614703,-0.383723,-0.078765,1.68637,2.140292,2.549268,,,,,-0.95,6.62,0.57,9.01,3.53,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.49,0.0,1.71,13.1,70,8.99,16.91,30.8,0.23,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,0.97,1261.0,722.72,6.24,127.6,33.9,1.36,869.2,1.6,190.15,1.42,20.5,90,9.01,18.6,18.8,0.2,2.35,0.0,17.49,50.63,2.1,52,5,16,6,4,,,3093.5,389.38,389.38,389.38,688.84,688.84,688.84,688.84,,,1.26,1655.0,1042.0,2.54,87.62,56.0,1.91,549.5,2.15,-168.0,2.45,33.7,8,5.7,11.03,22.5,0.3,3.53,5.0,8.2,136.9,0.95,38,5,2,2,2,1.7333126349005987,6.897746832783352e-34,1.8469429116942966,5.629051394428186e-34,0.0018036551872014593,5.8496047104130196e-36
736,II-VI,CdTe,M_A,Al,0.838,1.036,-0.835772,-0.517566,1.168392,1.638151,2.049521,2.492081,,,,,-0.95,6.62,0.57,9.01,3.53,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.49,0.0,1.71,13.1,70,8.99,16.91,30.8,0.23,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,0.97,1261.0,722.72,6.24,127.6,33.9,1.36,869.2,1.6,190.15,1.42,20.5,90,9.01,18.6,18.8,0.2,2.35,0.0,17.49,50.63,2.1,52,5,16,6,4,,,235.74,133.21,133.21,133.21,235.65,235.65,235.65,235.65,,,0.54,2740.0,933.5,2.7,26.98,16.6,1.18,577.6,1.43,45.0,1.62,10.0,73,5.99,18.83,23.1,0.9,237.0,37.7,10.7,290.8,1.61,13,3,13,3,3,1.7333126349005987,6.897746832783352e-34,1.8469429116942966,5.629051394428186e-34,0.0018036551872014593,5.8496047104130196e-36
737,II-VI,ZnTe,M_A,Ga,1.529248,1.034409,-0.854568,-0.483833,1.204814,1.671195,2.309304,2.745279,,,,,-1.33,6.18,1.06,8.98,2.96,0.74,1180,692.73,7.13,65.39,15.1,1.25,906.4,1.33,0.0,1.53,9.2,69,9.39,17.96,30.2,0.39,116.0,16.9,7.38,115.3,1.65,30,4,12,2,2,0.97,1261.0,722.72,6.24,127.6,33.9,1.36,869.2,1.6,190.15,1.42,20.5,90,9.01,18.6,18.8,0.2,2.35,0.0,17.49,50.63,2.1,52,5,16,6,4,,,1897.75,212.65,212.65,212.65,601.92,601.92,601.92,601.92,,,0.62,2478.0,302.92,5.91,69.72,19.6,1.26,578.8,1.41,29.0,1.81,11.8,74,6.0,20.51,19.7,0.37,40.6,1.8,5.59,256.06,1.81,31,4,13,3,3,1.9178750422683097,2.9502813035585665e-34,2.043604623603279,2.5078821771476898e-34,0.001995707640237587,1.178966722562624e-35
738,IV-IV,Si,M_i_neut,Mn,1.0014,1.0014,-0.662865,-0.131216,0.269975,0.784426,1.190788,1.827567,,,,,0.0,5.21,0.32,11.94,0.22,0.26,2630,1683.0,2.33,28.09,20.0,1.11,786.4,1.32,133.6,1.44,12.1,78,8.15,16.34,2.6,0.7,148.0,0.0,50.2,359.0,1.9,14,3,14,4,4,0.26,2630.0,1683.0,2.33,28.09,20.0,1.11,786.4,1.32,133.6,1.44,12.1,78,8.15,16.34,2.6,0.7,148.0,0.0,50.2,359.0,1.9,14,3,14,4,4,,,103.36,161.94,161.94,161.94,161.94,161.94,161.94,103.36,,,0.67,2235.0,1518.0,7.44,54.94,12.2,1.17,717.4,1.24,0.0,1.79,7.39,52,7.43,15.64,21.7,0.48,7.82,0.5,14.64,219.74,1.55,25,4,7,7,4,12.004755083042589,1.3960137644477271e-34,12.004755083042589,1.3960137644477271e-34,0.0043830165207972265,8.419594964555896e-35
739,II-VI,CdTe,M_A,Na,1.317,0.989,-0.730111,-0.454164,-0.161067,0.168238,1.882333,2.342018,,,,,-0.95,6.62,0.57,9.01,3.53,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.49,0.0,1.71,13.1,70,8.99,16.91,30.8,0.23,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,0.97,1261.0,722.72,6.24,127.6,33.9,1.36,869.2,1.6,190.15,1.42,20.5,90,9.01,18.6,18.8,0.2,2.35,0.0,17.49,50.63,2.1,52,5,16,6,4,,,157.87,112.71,112.71,112.71,199.4,199.4,199.4,199.4,,,1.02,1156.0,371.0,0.97,22.99,39.7,1.54,495.8,1.9,52.7,2.23,23.7,2,5.14,47.29,71.0,1.23,141.0,20.1,2.6,98.01,0.93,11,3,1,1,1,1.7333126349005987,6.897746832783352e-34,1.8469429116942966,5.629051394428186e-34,0.0018036551872014593,5.8496047104130196e-36
740,II-VI,CdTe,M_A,Sn,1.169,0.97,-0.677025,0.055687,0.506823,1.688809,2.113219,2.497949,,,,,-0.95,6.62,0.57,9.01,3.53,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.49,0.0,1.71,13.1,70,8.99,16.91,30.8,0.23,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,0.97,1261.0,722.72,6.24,127.6,33.9,1.36,869.2,1.6,190.15,1.42,20.5,90,9.01,18.6,18.8,0.2,2.35,0.0,17.49,50.63,2.1,52,5,16,6,4,,,5977.2,512.34,512.34,512.34,906.36,906.36,906.36,906.36,,,0.71,2876.0,505.12,7.31,118.71,27.0,1.41,708.6,1.62,121.0,1.72,16.3,80,7.34,14.63,22.0,0.23,66.6,8.7,7.2,290.37,1.96,50,5,14,4,4,1.7333126349005987,6.897746832783352e-34,1.8469429116942966,5.629051394428186e-34,0.0018036551872014593,5.8496047104130196e-36
741,II-VI,CdTe,M_A,Ga,0.946,0.956,-0.805002,-0.48535,0.98112,1.396946,1.957704,2.317053,,,,,-0.95,6.62,0.57,9.01,3.53,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.49,0.0,1.71,13.1,70,8.99,16.91,30.8,0.23,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,0.97,1261.0,722.72,6.24,127.6,33.9,1.36,869.2,1.6,190.15,1.42,20.5,90,9.01,18.6,18.8,0.2,2.35,0.0,17.49,50.63,2.1,52,5,16,6,4,,,1897.75,317.65,317.65,317.65,561.94,561.94,561.94,561.94,,,0.62,2478.0,302.92,5.91,69.72,19.6,1.26,578.8,1.41,29.0,1.81,11.8,74,6.0,20.51,19.7,0.37,40.6,1.8,5.59,256.06,1.81,31,4,13,3,3,1.7333126349005987,6.897746832783352e-34,1.8469429116942966,5.629051394428186e-34,0.0018036551872014593,5.8496047104130196e-36
742,IV-IV,SnC,M_A,Cr,-1.598407,0.946053,-1.014677,-0.495073,-0.149091,1.206876,1.734077,2.782106,,,,,1.51,5.09,0.62,10.71,5.61,0.71,2876,505.12,7.31,118.71,27.0,1.41,708.6,1.62,121.0,1.72,16.3,80,7.34,14.63,22.0,0.23,66.6,8.7,7.2,290.37,1.96,50,5,14,4,4,0.16,5100.0,3825.0,2.26,12.01,5.6,0.77,1086.4,0.91,122.3,0.91,4.58,77,11.26,24.38,1.0,0.71,1.7,0.07,105.0,715.0,2.55,6,2,14,4,4,,,1026.78,333.57,333.57,333.57,65.37,65.37,65.37,65.37,,,0.62,2945.0,2130.0,7.19,52.0,12.0,1.18,652.8,1.25,64.0,1.85,7.23,49,6.77,16.5,4.9,0.45,93.7,7.9,20.0,339.5,1.66,24,4,6,6,3,3.0702422028205127,4.126142308156383e-33,3.271517185939858,4.477836849489226e-33,0.003194841001894387,3.738922598408322e-36
743,III-V,InSb,M_A,Ag,1.285397,0.945225,-0.709834,-0.517114,-0.22232,-0.000995,0.26544,0.867592,,,,,-0.28,6.63,0.42,8.79,0.6,0.8,2350,429.78,7.31,114.82,26.1,1.44,558.3,1.66,29.0,2.0,15.7,75,5.79,18.87,32.1,0.23,81.6,3.4,3.26,226.34,1.78,49,5,13,3,3,0.76,1860.0,903.91,6.69,121.76,30.2,1.4,833.7,1.59,101.0,1.53,18.23,85,8.64,16.53,11.0,0.21,24.3,2.6,19.83,67.97,2.05,51,5,15,5,3,,,5152.34,490.92,490.92,490.92,834.39,834.39,834.39,834.39,,,1.15,2436.0,1235.08,10.5,107.87,17.0,1.34,731.0,1.44,125.7,1.75,10.3,65,7.58,21.49,18.9,0.23,429.0,62.9,11.3,250.63,1.93,47,5,11,2,1,1.7300853202309032,1.019436845647069e-33,1.8435040248870345,1.1436573371756356e-33,0.0018002968993037416,1.8280014720040687e-36
744,IV-IV,SiSn,M_i_A,Zn,1.50604,0.944979,-0.578148,-0.324642,0.059389,0.639439,1.011202,1.364321,,,,,0.34,5.86,0.52,16.61,3.12,0.26,2630,1683.0,2.33,28.09,20.0,1.11,786.4,1.32,133.6,1.44,12.1,78,8.15,16.34,2.6,0.7,148.0,0.0,50.2,359.0,1.9,14,3,14,4,4,0.71,2876.0,505.12,7.31,118.71,27.0,1.41,708.6,1.62,121.0,1.72,16.3,80,7.34,14.63,22.0,0.23,66.6,8.7,7.2,290.37,1.96,50,5,14,4,4,,,165.58,165.58,165.58,165.58,512.14,512.14,512.14,295.68,,,0.74,1180.0,692.73,7.13,65.39,15.1,1.25,906.4,1.33,0.0,1.53,9.2,69,9.39,17.96,30.2,0.39,116.0,16.9,7.38,115.3,1.65,30,4,12,2,2,2.2046806894302016,1.0194823973417428e-33,2.2148920646668837,1.4074918208430492e-33,0.0025333032177229423,8.970426929910509e-36
745,II-VI,CdTe,M_A,In,1.591,0.934,-0.778588,-0.487208,1.093169,1.615171,2.059058,2.515057,,,,,-0.95,6.62,0.57,9.01,3.53,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.49,0.0,1.71,13.1,70,8.99,16.91,30.8,0.23,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,0.97,1261.0,722.72,6.24,127.6,33.9,1.36,869.2,1.6,190.15,1.42,20.5,90,9.01,18.6,18.8,0.2,2.35,0.0,17.49,50.63,2.1,52,5,16,6,4,,,5694.3,502.09,502.09,502.09,888.24,888.24,888.24,888.24,,,0.8,2350.0,429.78,7.31,114.82,26.1,1.44,558.3,1.66,29.0,2.0,15.7,75,5.79,18.87,32.1,0.23,81.6,3.4,3.26,226.34,1.78,49,5,13,3,3,1.7333126349005987,6.897746832783352e-34,1.8469429116942966,5.629051394428186e-34,0.0018036551872014593,5.8496047104130196e-36
746,III-V,AlP,M_i_A,Cr,0.051687,0.924687,0.085252,0.515011,1.068119,1.948462,2.525417,2.898781,,,,,-1.25,5.5,1.61,8.03,3.14,0.54,2740,933.5,2.7,26.98,16.6,1.18,577.6,1.43,45.0,1.62,10.0,73,5.99,18.83,23.1,0.9,237.0,37.7,10.7,290.8,1.61,13,3,13,3,3,0.17,553.0,317.3,1.82,30.97,18.9,1.06,1011.7,1.28,71.7,1.23,17.0,83,10.49,19.73,127.0,0.77,0.23,0.0,0.63,12.4,2.19,15,3,15,5,5,,,131.05,131.05,131.05,131.05,130.96,130.96,130.96,75.61,,,0.62,2945.0,2130.0,7.19,52.0,12.0,1.18,652.8,1.25,64.0,1.85,7.23,49,6.77,16.5,4.9,0.45,93.7,7.9,20.0,339.5,1.66,24,4,6,6,3,2.5633737064485116,1.3962579795323538e-34,2.57671255599802,3.24789829397603e-34,0.0031605178389444554,4.434468090768767e-35
747,II-VI,CdTe,M_A,Cu,2.151,0.922,-0.917215,-0.510991,-0.204749,0.16797,1.779005,2.216677,,,,,-0.95,6.62,0.57,9.01,3.53,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.49,0.0,1.71,13.1,70,8.99,16.91,30.8,0.23,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,0.97,1261.0,722.72,6.24,127.6,33.9,1.36,869.2,1.6,190.15,1.42,20.5,90,9.01,18.6,18.8,0.2,2.35,0.0,17.49,50.63,2.1,52,5,16,6,4,,,1617.06,297.16,297.16,297.16,525.69,525.69,525.69,525.69,,,0.73,2840.0,1356.6,8.96,63.46,11.8,1.17,745.4,1.28,118.3,1.57,7.1,64,7.73,20.29,16.5,0.39,401.0,60.7,13.14,300.5,1.9,29,4,11,2,2,1.7333126349005987,6.897746832783352e-34,1.8469429116942966,5.629051394428186e-34,0.0018036551872014593,5.8496047104130196e-36
748,IV-IV,SiC,M_A,Ge,1.293248,0.875791,-1.49653,-0.899612,-0.244371,2.031737,2.994338,3.708002,,,,,-0.42,4.25,1.27,18.06,2.27,0.26,2630,1683.0,2.33,28.09,20.0,1.11,786.4,1.32,133.6,1.44,12.1,78,8.15,16.34,2.6,0.7,148.0,0.0,50.2,359.0,1.9,14,3,14,4,4,0.16,5100.0,3825.0,2.26,12.01,5.6,0.77,1086.4,0.91,122.3,0.91,4.58,77,11.26,24.38,1.0,0.71,1.7,0.07,105.0,715.0,2.55,6,2,14,4,4,,,2048.0,149.17,149.17,149.17,104.4,104.4,104.4,104.4,,,0.53,3107.0,1211.5,5.32,72.61,22.2,1.22,762.1,1.37,120.0,1.52,13.6,79,7.9,15.93,5.7,0.32,59.9,0.0,31.8,334.3,2.01,32,4,14,4,4,6.1108565606794425,7.338178346205132e-33,6.511464222825955,1.6004401110897635e-33,0.00635885178010347,6.030520320013422e-36
749,III-V,InP,M_i_B,Cu,0.520766,0.859766,-0.60901,-0.314082,1.136841,1.530883,1.834935,2.101343,,,,,-0.46,5.96,0.43,11.43,0.61,0.8,2350,429.78,7.31,114.82,26.1,1.44,558.3,1.66,29.0,2.0,15.7,75,5.79,18.87,32.1,0.23,81.6,3.4,3.26,226.34,1.78,49,5,13,3,3,0.17,553.0,317.3,1.82,30.97,18.9,1.06,1011.7,1.28,71.7,1.23,17.0,83,10.49,19.73,127.0,0.77,0.23,0.0,0.63,12.4,2.19,15,3,15,5,5,,,476.86,476.86,476.86,275.31,168.56,168.56,168.56,168.56,,,0.73,2840.0,1356.6,8.96,63.46,11.8,1.17,745.4,1.28,118.3,1.57,7.1,64,7.73,20.29,16.5,0.39,401.0,60.7,13.14,300.5,1.9,29,4,11,2,2,2.138085673376066,2.2875693830566453e-33,2.1286649449501867,2.5671337866084873e-33,0.0024045175026845564,7.617469606238534e-36
750,II-VI,CdTe,M_A,Au,2.661,0.856,-0.85298,-0.441559,-0.128205,0.262151,1.808264,2.263989,,,,,-0.95,6.62,0.57,9.01,3.53,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.49,0.0,1.71,13.1,70,8.99,16.91,30.8,0.23,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,0.97,1261.0,722.72,6.24,127.6,33.9,1.36,869.2,1.6,190.15,1.42,20.5,90,9.01,18.6,18.8,0.2,2.35,0.0,17.49,50.63,2.1,52,5,16,6,4,,,17917.4,809.49,809.49,809.49,1432.05,1432.05,1432.05,1432.05,,,0.85,3130.0,1337.58,19.3,196.97,16.9,1.34,890.1,1.44,222.74,1.79,10.2,66,9.22,20.52,14.2,0.13,317.0,48.8,12.36,324.43,2.54,79,6,11,3,3,1.7333126349005987,6.897746832783352e-34,1.8469429116942966,5.629051394428186e-34,0.0018036551872014593,5.8496047104130196e-36
751,II-VI,CdTe,M_A,Pb,0.848,0.849,-0.718977,-0.311704,0.190733,1.679722,2.114435,2.504275,,,,,-0.95,6.62,0.57,9.01,3.53,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.49,0.0,1.71,13.1,70,8.99,16.91,30.8,0.23,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,0.97,1261.0,722.72,6.24,127.6,33.9,1.36,869.2,1.6,190.15,1.42,20.5,90,9.01,18.6,18.8,0.2,2.35,0.0,17.49,50.63,2.1,52,5,16,6,4,,,19594.01,840.23,840.23,840.23,1486.43,1486.43,1486.43,1486.43,,,1.19,2023.0,600.65,11.35,207.2,30.3,1.47,715.5,1.75,110.0,1.81,18.17,81,7.42,15.03,28.8,0.13,35.3,4.8,4.77,177.9,2.33,82,6,14,4,2,1.7333126349005987,6.897746832783352e-34,1.8469429116942966,5.629051394428186e-34,0.0018036551872014593,5.8496047104130196e-36
752,IV-IV,SiSn,M_A,Bi,1.24862,0.842579,-0.704965,-0.298312,0.441627,0.792574,1.118266,1.349158,,,,,0.34,5.86,0.52,16.61,3.12,0.26,2630,1683.0,2.33,28.09,20.0,1.11,786.4,1.32,133.6,1.44,12.1,78,8.15,16.34,2.6,0.7,148.0,0.0,50.2,359.0,1.9,14,3,14,4,4,0.71,2876.0,505.12,7.31,118.71,27.0,1.41,708.6,1.62,121.0,1.72,16.3,80,7.34,14.63,22.0,0.23,66.6,8.7,7.2,290.37,1.96,50,5,14,4,4,,,20172.39,280.53,280.53,280.53,1636.11,1636.11,1636.11,1636.11,,,1.03,1837.0,544.59,9.75,208.98,35.3,1.46,703.3,1.7,110.0,1.63,21.3,86,7.29,16.69,13.4,0.12,7.87,0.9,11.0,179.0,2.02,83,6,15,5,3,2.1220978023353716,1.1560205927449729e-33,2.2612155562865976,1.3344270557855145e-33,0.002208218316686127,6.7843353600151e-37
753,IV-IV,SiGe,M_A,In,0.73903,0.835064,-0.793445,-0.496036,-0.214946,0.202395,1.024201,1.418039,,,,,0.1,5.41,0.44,15.31,3.23,0.26,2630,1683.0,2.33,28.09,20.0,1.11,786.4,1.32,133.6,1.44,12.1,78,8.15,16.34,2.6,0.7,148.0,0.0,50.2,359.0,1.9,14,3,14,4,4,0.53,3107.0,1211.5,5.32,72.61,22.2,1.22,762.1,1.37,120.0,1.52,13.6,79,7.9,15.93,5.7,0.32,59.9,0.0,31.8,334.3,2.01,32,4,14,4,4,,,5694.3,179.36,179.36,179.36,669.48,669.48,669.48,669.48,,,0.8,2350.0,429.78,7.31,114.82,26.1,1.44,558.3,1.66,29.0,2.0,15.7,75,5.79,18.87,32.1,0.23,81.6,3.4,3.26,226.34,1.78,49,5,13,3,3,2.5695468172853997,1.8706674032681635e-34,2.737997857336366,4.041205694039298e-34,0.0026738260325550405,6.241588531213892e-36
